,Unnamed: 0,State,City,Killed,Injured,AvgKilled,AvgInjured,Population,Houses,TotalArea,LandArea,PopDensity,HouseDensity,HousingPrice,NumIncidents,GVRate,LogPop,LogHousingPrice,LogPopDensity
14017,14017,ny,easthampton,0.0,0.0,0.0,0.0,11270.0,11437.0,195.7249999999998,39.54500000000002,258.0,334.2000000000004,1507603.4285714286,2,4.1755832767889765e-05,4.051923916046107,6.1782871164453566,2.41161970596323
14176,14176,ny,lawrence,0.0,0.0,0.0,0.0,4154.5,1508.5,26.150000000000052,25.664999999999992,890.8999999999992,314.29999999999967,1215550.3265306123,2,0.00011327193050767064,3.6185187633048668,6.084772944324626,2.949828958935313
14250,14250,ny,montauk,0.0,1.0,0.0,1.0,3326.0,4666.0,19.73000000000001,17.48000000000001,190.3,266.8999999999998,1451683.020408163,1,7.074387181210428e-05,3.5219222448835006,6.161871797138154,2.2794387882870204
14395,14395,ny,rye,0.0,0.0,0.0,0.0,30824.0,11256.5,13.68499999999999,6.3850000000000025,4663.100000000004,1705.75,1745548.8775510204,4,3.053388497885528e-05,4.4888889960049445,6.241932014108948,3.6686747289828037
14403,14403,ny,sandspoint,0.0,0.0,0.0,0.0,2675.0,934.0,5.610000000000007,4.229999999999999,632.2999999999995,220.79999999999995,2300105.12244898,1,8.79604178119846e-05,3.427323786357247,6.361747685172475,2.800923181813218
14444,14444,ny,southampton,0.0,16.0,0.0,0.6666666666666666,29949.5,22536.5,150.46,72.80499999999995,446.0499999999996,408.0,1676868.76,24,0.00018855269114774579,4.476389576339569,6.224499073913079,2.6493835437053996
15368,15368,oh,rome,1.0,0.0,1.0,0.0,94.0,64.0,0.25,0.2300000000000003,408.29999999999967,278.0,20803.877551020407,1,0.0025031289111389237,1.9731278535996986,4.318144288908185,2.6109793799229966
16003,16003,ok,picher,0.0,0.0,0.0,0.0,20.0,30.0,1.5699999999999992,1.5699999999999992,12.7,19.100000000000016,51020.571428571435,1,0.011764705882352941,1.3010299956639813,4.707745318383642,1.1038037209559568
17148,17148,pa,homewood,4.0,3.0,0.5714285714285714,0.42857142857142855,109.0,59.0,0.16999999999999996,0.16999999999999996,644.0,348.60000000000014,55356.96078431373,7,0.015110631408526714,2.037426497940624,4.743172238406175,2.808885867359812
17354,17354,pa,mahanoycity,0.0,1.0,0.0,0.3333333333333333,4162.0,2414.0,0.5100000000000005,0.5100000000000005,8165.599999999995,4736.100000000004,13907.673469387757,3,0.00016960171863074879,3.6193020758756083,4.143254485569763,3.911988101762883
17867,17867,pa,shenandoah,1.0,3.0,0.2,0.6,5071.0,3112.0,1.5799999999999992,1.5100000000000002,3356.5,2059.800000000001,15311.4,5,0.00023199972160033405,3.7050936105478733,4.185014902290487,3.5258866515209393
17893,17893,pa,smicksburg,2.0,1.0,0.6666666666666666,0.3333333333333333,46.0,28.0,0.15000000000000013,0.15000000000000013,315.10000000000025,191.8,53276.24,3,0.015345268542199489,1.662757831681574,4.726533566671372,2.498448403174
18350,18350,sc,cordova,0.0,1.0,0.0,0.2,169.0,61.0,0.44000000000000017,0.44000000000000017,387.70000000000033,139.8999999999999,79740.28571428571,5,0.006961364427427776,2.2278867046136734,4.901677787432663,2.5884958010072103
18366,18366,sc,elgin,14.0,10.0,0.4375,0.3125,1959.0,786.0,2.9699999999999998,2.960000000000005,886.8000000000003,353.9499999999996,174287.48076923078,32,0.0038434975828003483,3.2920344359947364,5.241266192456467,2.9478256844424506
18371,18371,sc,eutawville,6.0,4.0,0.35294117647058826,0.2352941176470588,315.0,143.0,0.9500000000000008,0.9500000000000008,330.79999999999967,150.19999999999987,123018.69811320756,17,0.012698412698412698,2.4983105537896004,5.089971126644469,2.5195655008805087
18408,18408,sc,hollyhill,5.0,7.0,0.2272727272727273,0.3181818181818182,1277.0,616.0,1.310000000000001,1.310000000000001,977.4000000000008,471.5,93975.25925925926,22,0.004053618314984568,3.1061908972634154,4.973013532520571,2.990072334692153
18447,18447,sc,loris,13.0,27.0,0.2826086956521739,0.5869565217391305,2396.0,1119.0,4.569999999999995,4.550000000000005,527.0,246.10000000000028,135767.36923076925,46,0.004517332809584601,3.3794868137172736,5.132795402743626,2.7218106152125467
18492,18492,sc,pawleysisland,0.0,1.0,0.0,0.5,103.0,528.0,0.9900000000000002,0.6999999999999998,146.89999999999986,752.9000000000008,327294.9183673469,2,0.004568817818389491,2.012837224705172,5.514939262435555,2.167021795790256
18495,18495,sc,pelzer,3.0,4.0,0.6,0.8,89.0,36.0,0.19000000000000014,0.1799999999999999,482.7999999999996,195.30000000000007,101157.35714285713,5,0.013218770654329148,1.9493900066449128,5.004997474356956,2.683767261425311
18521,18521,sc,santee,2.0,11.0,0.1176470588235294,0.6470588235294118,961.0,514.0,2.120000000000001,2.11,455.4000000000002,243.60000000000028,132184.6037735849,17,0.004162330905306971,2.9827233876685453,5.1211808735644135,2.658393026279124
18532,18532,sc,smoaks,0.0,4.0,0.0,1.3333333333333333,126.0,66.0,1.63,1.63,77.30000000000007,40.5,59430.34693877551,3,0.0056022408963585435,2.100370545117563,4.77400826556287,1.8881794939183254
18533,18533,sc,smyrna,0.0,0.0,0.0,0.0,45.0,29.0,0.7100000000000005,0.7100000000000005,63.69999999999996,41.09999999999996,137998.32653061225,3,0.01568627450980392,1.6532125137753437,5.139873819858284,1.8041394323353501
18540,18540,sc,starr,2.0,3.0,0.5,0.75,173.0,82.0,1.479999999999999,1.479999999999999,117.19999999999986,55.59999999999996,112439.85714285713,4,0.005440326419585174,2.2380461031287955,5.050920285155714,2.068927611682071
18568,18568,sc,waterloo,2.0,0.0,0.6666666666666666,0.0,166.0,90.0,1.3999999999999997,1.3999999999999997,118.69999999999986,64.40000000000005,74605.42857142858,3,0.004252303330970942,2.220108088040055,4.872770429521464,2.0744507189545907
18579,18579,sc,windsor,0.0,2.0,0.0,0.2857142857142857,121.0,47.0,0.6599999999999999,0.6599999999999999,183.89999999999984,71.40000000000006,131868.6923076923,7,0.013612056392805057,2.0827853703164503,5.120141699474157,2.264581729238077
19006,19006,tn,ooltewah,3.0,6.0,0.2,0.4,687.0,346.0,0.9200000000000012,0.9200000000000012,746.6999999999998,376.1,245568.27450980392,15,0.005137426149499101,2.8369567370595505,5.390172258660876,2.8731461513282555
20241,20241,tx,terlingua,1.0,0.0,1.0,0.0,58.0,56.0,11.019999999999996,11.019999999999996,5.300000000000004,5.099999999999996,127999.44897959185,1,0.004056795131845842,1.7634279935629373,5.107208100072573,0.7242758696007894
20326,20326,tx,westlake,0.0,0.0,0.0,0.0,992.0,321.0,6.879999999999996,6.699999999999995,148.10000000000014,47.90000000000004,1584805.4081632653,1,0.00023719165085388995,2.9965116721541785,6.199975944566997,2.170555058521209
20327,20327,tx,westlakehills,0.0,0.0,0.0,0.0,3063.0,1279.0,3.6200000000000014,3.6200000000000014,847.0999999999992,353.70000000000033,1257076.3469387756,1,7.681819054752164e-05,3.4861469968065726,6.099361654811911,2.927934681741179
20786,20786,va,hanover,1.0,5.0,0.14285714285714285,0.7142857142857143,252.0,117.0,1.189999999999999,1.189999999999999,212.20000000000007,98.5,252785.46,7,0.0065359477124183,2.401400540781544,5.402752090087524,2.326745379565322
20881,20881,va,palmyra,0.0,1.0,0.0,0.3333333333333333,104.0,55.0,1.4300000000000004,1.4200000000000008,73.5,38.900000000000034,214760.77551020405,3,0.006787330316742082,2.0170333392987803,5.331954963549694,1.866287339084195
20983,20983,va,woodbridge,13.0,45.0,0.14285714285714285,0.4945054945054945,4055.0,1806.0,2.1899999999999977,1.5999999999999968,2527.299999999995,1125.600000000002,326079.52884615393,91,0.005280336548922898,3.6079908585471747,5.513323534812645,3.4026567973656627
20987,20987,va,yorktown,2.0,1.0,0.3333333333333333,0.16666666666666666,195.0,126.0,0.6400000000000002,0.6299999999999998,308.79999999999967,199.5,299225.4705882353,6,0.007239819004524887,2.290034611362518,5.475998558661378,2.489677291663698
21447,21447,wa,mercerisland,0.0,0.0,0.0,0.0,22699.0,9930.0,13.110000000000007,6.319999999999997,3591.200000000001,1571.0,1501597.1020408163,1,1.0365836276798926e-05,4.3560067248562,6.176553421461388,3.5552395923935967
21808,21808,wi,danbury,0.0,1.0,0.0,0.3333333333333333,172.0,106.0,1.2599999999999991,1.2599999999999991,136.0,83.80000000000007,171274.64,3,0.004103967168262654,2.2355284469075487,5.233693063354301,2.1335389083702174
22459,22459,wv,bramwell,0.0,0.0,0.0,0.0,364.0,214.0,0.5799999999999992,0.5500000000000004,656.2999999999995,385.79999999999967,16264.551020408164,1,0.0006464124111182936,2.561101383649056,4.211242079173328,2.817102404256923
22465,22465,wv,brucetonmills,1.0,0.0,0.2,0.0,85.0,47.0,0.06000000000000005,0.06000000000000005,1532.8000000000015,847.5999999999992,107942.76,5,0.01384083044982699,1.9294189257142926,5.03319351839332,3.1854854917344695
22576,22576,wv,lashmeet,0.0,1.0,0.0,1.0,479.0,210.0,0.75,0.75,638.5,279.8999999999998,20423.591836734693,1,0.0004912194522903107,2.680335513414563,4.310132122554855,2.805160901599434
22607,22607,wv,montcalm,1.0,0.0,1.0,0.0,726.0,323.0,2.7399999999999984,2.7199999999999998,266.6000000000002,118.60000000000008,21240.020408163266,1,0.00032409658078107277,2.8609366207000937,4.32715492969514,2.4258601450778405
