,Unnamed: 0,State,City,Killed,Injured,AvgKilled,AvgInjured,Population,Houses,TotalArea,LandArea,PopDensity,HouseDensity,HousingPrice,NumIncidents,GVRate,LogPop,LogHousingPrice,LogPopDensity
1428,1428,ca,elsegundo,3.0,3.0,0.75,0.75,16654.0,7410.0,5.460000000000003,5.460000000000003,3048.7,1356.5,1228024.2653061224,4,5.6513538524572794e-05,4.221518560322279,6.089206948388564,3.4841146907626532
1488,1488,ca,gerber,5.0,1.0,0.29411764705882354,0.05882352941176471,1060.0,420.0,0.9200000000000012,0.9200000000000012,1148.5,455.0999999999997,154542.46296296295,17,0.0037735849056603774,3.0253058652647704,5.18904782937077,3.060130999531045
1529,1529,ca,hermosabeach,2.0,1.0,1.0,0.5,19506.0,10162.0,1.4300000000000004,1.4300000000000004,13673.59999999999,7123.5,1284900.204081633,2,2.412530684374642e-05,4.29016821987977,6.108869398095545,4.1358828711371025
1596,1596,ca,lagunabeach,0.0,0.0,0.0,0.0,22723.0,12923.0,9.819999999999997,8.850000000000009,2567.600000000002,1460.3000000000009,1724302.84,2,2.0709775790789845e-05,4.3564656684754,6.236613543501812,3.409527367012241
1621,1621,ca,larkspur,0.0,1.0,0.0,0.5,11926.0,6376.0,3.24,3.0300000000000007,3940.0,2106.3999999999987,1569613.1428571432,2,3.945901687859447e-05,4.0764948050097205,6.195792626533349,3.595496221825574
1662,1662,ca,losaltos,0.0,1.0,0.0,0.5,28976.0,11204.0,6.490000000000005,6.490000000000005,4467.0,1727.1999999999987,2857626.2653061226,2,1.6240621041348624e-05,4.462038432969983,6.456005428958555,3.6500159524718385
1666,1666,ca,losgatos,1.0,2.0,0.2,0.4,29413.0,13050.0,11.160000000000007,11.079999999999995,2654.6000000000026,1177.800000000001,1773736.5102040817,5,3.999832007055704e-05,4.468539322942948,6.248889105538845,3.4239990900577286
1682,1682,ca,malibu,1.0,1.0,0.25,0.25,12645.0,6864.0,19.830000000000013,19.77999999999998,639.0999999999995,346.89999999999986,1974355.0,4,7.44307212802084e-05,4.101918833680424,6.295425243915951,2.8055688175485556
1690,1690,ca,marinadelrey,3.0,0.0,1.0,0.0,8866.0,6742.0,1.4500000000000008,0.8599999999999995,10313.900000000009,7843.099999999997,1756200.3673469387,3,7.961677790899802e-05,3.9477277269633158,6.244574063659442,4.013422916322322
1709,1709,ca,menlopark,1.0,1.0,0.125,0.125,32026.0,13085.0,17.409999999999993,9.790000000000006,3271.399999999997,1336.5999999999992,2126058.823529412,8,5.877577409531227e-05,4.505502699312945,6.327575276358875,3.51473364934416
1716,1716,ca,millbrae,0.0,2.0,0.0,1.0,21532.0,8372.0,3.26,3.25,6632.0999999999985,2578.699999999998,1594482.979591837,2,2.1855296084623707e-05,4.33308437114365,6.202619887700147,3.821651065962116
